20260608T,0.07,0.07,0.07,0.07,0
20260609T,0.03,0.03,0.03,0.03,0
20260610T,-0.03,-0.03,-0.03,-0.03,0
20260611T,-0.06,-0.06,-0.06,-0.06,0
20260612T,0.01,0.01,0.01,0.01,0
20260615T,-0.05,-0.05,-0.05,-0.05,0
20260616T,0.01,0.01,0.01,0.01,0
20260617T,-0.01,-0.01,-0.01,-0.01,0
20260618T,-0.01,-0.01,-0.01,-0.01,0
20260622T,0.02,0.02,0.02,0.02,0
20260623T,-0.16,-0.16,-0.16,-0.16,0
20260624T,0.01,0.01,0.01,0.01,0
20260625T,0.01,0.01,0.01,0.01,0
20260626T,0.01,0.01,0.01,0.01,0
