20260608T,4594.76,4594.76,4594.76,4594.76,0
20260609T,4358.15,4358.15,4358.15,4358.15,0
20260610T,4669.48,4669.48,4669.48,4669.48,0
20260611T,4103.0,4103.0,4103.0,4103.0,0
20260612T,4359.39,4359.39,4359.39,4359.39,0
20260615T,4372.5,4372.5,4372.5,4372.5,0
20260616T,3518.82,3518.82,3518.82,3518.82,0
20260617T,4353.35,4353.35,4353.35,4353.35,0
20260618T,4289.8,4289.8,4289.8,4289.8,0
20260622T,4593.88,4593.88,4593.88,4593.88,0
20260623T,4142.91,4142.91,4142.91,4142.91,0
20260624T,4082.69,4082.69,4082.69,4082.69,0
20260625T,4039.59,4039.59,4039.59,4039.59,0
20260626T,4068.14,4068.14,4068.14,4068.14,0
