20260608T,50857.27,50857.27,50857.27,50857.27,0
20260609T,51183.88,51183.88,51183.88,51183.88,0
20260610T,50284.5,50284.5,50284.5,50284.5,0
20260611T,49918.78,49918.78,49918.78,49918.78,0
20260612T,50848.75,50848.75,50848.75,50848.75,0
20260615T,51202.26,51202.26,51202.26,51202.26,0
20260616T,51202.26,51202.26,51202.26,51202.26,0
20260617T,51999.67,51999.67,51999.67,51999.67,0
20260618T,51492.55,51492.55,51492.55,51492.55,0
20260622T,51722.8,51722.8,51722.8,51722.8,0
20260623T,51712.71,51712.71,51712.71,51712.71,0
20260624T,51666.84,51666.84,51666.84,51666.84,0
20260625T,51848.9,51848.9,51848.9,51848.9,0
20260626T,51920.62,51920.62,51920.62,51920.62,0
